title,author,year,publication
Deep Permutation Equivariant Structure From Motion,"Moran Dror , Koslowsky Hodaya , Kasten Yoni , Maron Haggai , Galun Meirav , Basri Ronen",2021,ICCV2021
Collaborative Unsupervised Visual Representation Learning From Decentralized Data,"Zhuang Weiming , Gan Xin , Wen Yonggang , Zhang Shuai , Yi Shuai",2021,ICCV2021
DeepPRO: Deep Partial Point Cloud Registration of Objects,"Lee Donghoon , Hamsici Onur C. , Feng Steven , Sharma Prachee , Gernoth Thorsten",2021,ICCV2021
RECALL: Replay-Based Continual Learning in Semantic Segmentation,"Maracani Andrea , Michieli Umberto , Toldo Marco , Zanuttigh Pietro",2021,ICCV2021
Extending Neural P-Frame Codecs for B-Frame Coding,"Pourreza Reza , Cohen Taco",2021,ICCV2021
HAIR: Hierarchical Visual-Semantic Relational Reasoning for Video Question Answering,"Liu Fei , Liu Jing , Wang Weining , Lu Hanqing",2021,ICCV2021
Ensemble Attention Distillation for Privacy-Preserving Federated Learning,"Gong Xuan , Sharma Abhishek , Karanam Srikrishna , Wu Ziyan , Chen Terrence , Doermann David , Innanje Arun",2021,ICCV2021
Voxel Transformer for 3D Object Detection,"Mao Jiageng , Xue Yujing , Niu Minzhe , Bai Haoyue , Feng Jiashi , Liang Xiaodan , Xu Hang , Xu Chunjing",2021,ICCV2021
Out-of-Boundary View Synthesis Towards Full-Frame Video Stabilization,"Xu Yufei , Zhang Jing , Tao Dacheng",2021,ICCV2021
Multimodal Clustering Networks for Self-Supervised Learning From Unlabeled Videos,"Chen Brian , Rouditchenko Andrew , Duarte Kevin , Kuehne Hilde , Thomas Samuel , Boggust Angie , P,a Rameswar , Kingsbury Brian , Feris Rogerio , Harwath David , Glass James , Picheny Michael , Chang Shih-Fu",2021,ICCV2021
Towards a Universal Model for Cross-Dataset Crowd Counting,"Ma Zhiheng , Hong Xiaopeng , Wei Xing , Qiu Yunfeng , Gong Yihong",2021,ICCV2021
GAN Inversion for Out-of-Range Images With Geometric Transformations,"Kang Kyoungkook , Kim Seongtae , Cho Sunghyun",2021,ICCV2021
Scaling Up Instance Annotation via Label Propagation,"Papadopoulos Dim P. , Weber Ethan , Torralba Antonio",2021,ICCV2021
Learning RAW-to-sRGB Mappings With Inaccurately Aligned Supervision,"Zhang Zhilu , Wang Haolin , Liu Ming , Wang Ruohao , Zhang Jiawei , Zuo Wangmeng",2021,ICCV2021
Context Reasoning Attention Network for Image Super-Resolution,"Zhang Yulun , Wei Donglai , Qin Can , Wang Huan , Pfister Hanspeter , Fu Yun",2021,ICCV2021
FastNeRF: High-Fidelity Neural Rendering at 200FPS,"Garbin Stephan J. , Kowalski Marek , Johnson Matthew , Shotton Jamie , Valentin Julien",2021,ICCV2021
3DeepCT: Learning Volumetric Scattering Tomography of Clouds,"Sde-Chen Yael , Schechner Yoav Y. , Holodovsky Vadim , Eytan Eshkol",2021,ICCV2021
EvIntSR-Net: Event Guided Multiple Latent Frames Reconstruction and Super-Resolution,"Han Jin , Yang Yixin , Zhou Chu , Xu Chao , Shi Boxin",2021,ICCV2021
Deep Structured Instance Graph for Distilling Object Detectors,"Chen Yixin , Chen Pengguang , Liu Shu , Wang Liwei , Jia Jiaya",2021,ICCV2021
Adversarial Attacks Are Reversible With Natural Supervision,"Mao Chengzhi , Chiquier Mia , Wang Hao , Yang Junfeng , Vondrick Carl",2021,ICCV2021
Hierarchical Graph Attention Network for Few-Shot Visual-Semantic Learning,"Yin Chengxiang , Wu Kun , Che Zhengping , Jiang Bo , Xu Zhiyuan , Tang Jian",2021,ICCV2021
Semantics Disentangling for Generalized Zero-Shot Learning,"Chen Zhi , Luo Yadan , Qiu Ruihong , Wang Sen , Huang Zi , Li Jingjing , Zhang Zheng",2021,ICCV2021
Space-Time-Separable Graph Convolutional Network for Pose Forecasting,"Sofianos Theodoros , Sampieri Alessio , Franco Luca , Galasso Fabio",2021,ICCV2021
3D-FRONT: 3D Furnished Rooms With layOuts and semaNTics,"Fu Huan , Cai Bowen , Gao Lin , Zhang Ling-Xiao , Wang Jiaming , Li Cao , Zeng Qixun , Sun Chengyue , Jia Rongfei , Zhao Binqiang , Zhang Hao",2021,ICCV2021
Meta-Learning With Task-Adaptive Loss Function for Few-Shot Learning,"Baik Sungyong , Choi Janghoon , Kim Heewon , Cho Dohee , Min Jaesik , Lee Kyoung Mu",2021,ICCV2021
Learning To Track Objects From Unlabeled Videos,"Zheng Jilai , Ma Chao , Peng Houwen , Yang Xiaokang",2021,ICCV2021
(Just) A Spoonful of Refinements Helps the Registration Error Go Down,"Agostinho S\'ergio , O\v{s}ep Aljo\v{s}a , Del Bue Alessio , Leal-Taix\'e Laura",2021,ICCV2021
H2O: A Benchmark for Visual Human-Human Object Handover Analysis,"Ye Ruolin , Xu Wenqiang , Xue Zhendong , Tang Tutian , Wang Yanfeng , Lu Cewu",2021,ICCV2021
ECS-Net: Improving Weakly Supervised Semantic Segmentation by Using Connections Between Class Activation Maps,"Sun Kunyang , Shi Haoqing , Zhang Zhengming , Huang Yongming",2021,ICCV2021
Heterogeneous Relational Complement for Vehicle Re-Identification,"Zhao Jiajian , Zhao Yifan , Li Jia , Yan Ke , Tian Yonghong",2021,ICCV2021
Hierarchical Object-to-Zone Graph for Object Navigation,"Zhang Sixian , Song Xinhang , Bai Yubing , Li Weijie , Chu Yakui , Jiang Shuqiang",2021,ICCV2021
Information-Theoretic Regularization for Multi-Source Domain Adaptation,"Park Geon Yeong , Lee Sang Wan",2021,ICCV2021
Beyond Road Extraction: A Dataset for Map Update Using Aerial Images,"Bastani Favyen , Madden Samuel",2021,ICCV2021
Transfusion: A Novel SLAM Method Focused on Transparent Objects,"Zhu Yifan , Qiu Jiaxiong , Ren Bo",2021,ICCV2021
Physics-Based Human Motion Estimation and Synthesis From Videos,"Xie Kevin , Wang Tingwu , Iqbal Umar , Guo Yunrong , Fidler Sanja , Shkurti Florian",2021,ICCV2021
Hierarchical Memory Matching Network for Video Object Segmentation,"Seong Hongje , Oh Seoung Wug , Lee Joon-Young , Lee Seongwon , Lee Suhyeon , Kim Euntai",2021,ICCV2021
Pathdreamer: A World Model for Indoor Navigation,"Koh Jing Yu , Lee Honglak , Yang Yinfei , Baldridge Jason , Anderson Peter",2021,ICCV2021
Saliency-Associated Object Tracking,"Zhou Zikun , Pei Wenjie , Li Xin , Wang Hongpeng , Zheng Feng , He Zhenyu",2021,ICCV2021
Wanderlust: Online Continual Object Detection in the Real World,"Wang Jianren , Wang Xin , Shang-Guan Yue , Gupta Abhinav",2021,ICCV2021
Distilling Optimal Neural Networks: Rapid Search in Diverse Spaces,"Moons Bert , Noorzad Parham , Skliar Andrii , Mariani Giovanni , Mehta Dushyant , Lott Chris , Blankevoort Tijmen",2021,ICCV2021
Removing Adversarial Noise in Class Activation Feature Space,"Zhou Dawei , Wang Nannan , Peng Chunlei , Gao Xinbo , Wang Xiaoyu , Yu Jun , Liu Tongliang",2021,ICCV2021
Mutual Affine Network for Spatially Variant Kernel Estimation in Blind Image Super-Resolution,"Liang Jingyun , Sun Guolei , Zhang Kai , Van Gool Luc , Timofte Radu",2021,ICCV2021
Unifying Nonlocal Blocks for Neural Networks,"Zhu Lei , She Qi , Li Duo , Lu Yanye , Kang Xuejing , Hu Jie , Wang Changhu",2021,ICCV2021
"Learning Realistic Human Reposing Using Cyclic Self-Supervision With 3D Shape, Pose, and Appearance Consistency","Sanyal Soubhik , Vorobiov Alex , Bolkart Timo , Loper Matthew , Mohler Betty , Davis Larry S. , Romero Javier , Black Michael J.",2021,ICCV2021
MEDIRL: Predicting the Visual Attention of Drivers via Maximum Entropy Deep Inverse Reinforcement Learning,"Baee Sonia , Pakdamanian Erfan , Kim Inki , Feng Lu , Ordonez Vicente , Barnes Laura",2021,ICCV2021
Simpler Is Better: Few-Shot Semantic Segmentation With Classifier Weight Transformer,"Lu Zhihe , He Sen , Zhu Xiatian , Zhang Li , Song Yi-Zhe , Xiang Tao",2021,ICCV2021
Prediction by Anticipation: An Action-Conditional Prediction Method Based on Interaction Learning,"Banijamali Ershad , Rohani Mohsen , Amirloo Elmira , Luo Jun , Poupart Pascal",2021,ICCV2021
Scene Synthesis via Uncertainty-Driven Attribute Synchronization,"Yang Haitao , Zhang Zaiwei , Yan Siming , Huang Haibin , Ma Chongyang , Zheng Yi , Bajaj Ch,rajit , Huang Qixing",2021,ICCV2021
Domain-Aware Universal Style Transfer,"Hong Kibeom , Jeon Seogkyu , Yang Huan , Fu Jianlong , Byun Hyeran",2021,ICCV2021
Adversarial Example Detection Using Latent Neighborhood Graph,"Abusnaina Ahmed , Wu Yuhang , Arora Sunpreet , Wang Yizhen , Wang Fei , Yang Hao , Mohaisen David",2021,ICCV2021
Dynamic View Synthesis From Dynamic Monocular Video,"Gao Chen , Saraf Ayush , Kopf Johannes , Huang Jia-Bin",2021,ICCV2021
Online Pseudo Label Generation by Hierarchical Cluster Dynamics for Adaptive Person Re-Identification,"Zheng Yi , Tang Shixiang , Teng Guolong , Ge Yixiao , Liu Kaijian , Qin Jing , Qi Donglian , Chen Dapeng",2021,ICCV2021
Learning To Match Features With Seeded Graph Matching Network,"Chen Hongkai , Luo Zixin , Zhang Jiahui , Zhou Lei , Bai Xuyang , Hu Zeyu , Tai Chiew-Lan , Quan Long",2021,ICCV2021
Aha! Adaptive History-Driven Attack for Decision-Based Black-Box Models,"Li Jie , Ji Rongrong , Chen Peixian , Zhang Baochang , Hong Xiaopeng , Zhang Ruixin , Li Shaoxin , Li Jilin , Huang Feiyue , Wu Yongjian",2021,ICCV2021
Anonymizing Egocentric Videos,"Thapar Daksh , Nigam Aditya , Arora Chetan",2021,ICCV2021
Modulated Graph Convolutional Network for 3D Human Pose Estimation,"Zou Zhiming , Tang Wei",2021,ICCV2021
Learning Self-Consistency for Deepfake Detection,"Zhao Tianchen , Xu Xiang , Xu Mingze , Ding Hui , Xiong Yuanjun , Xia Wei",2021,ICCV2021
PreDet: Large-Scale Weakly Supervised Pre-Training for Detection,"Ramanathan Vignesh , Wang Rui , Mahajan Dhruv",2021,ICCV2021
Real-Time Video Inference on Edge Devices via Adaptive Model Streaming,"Khani Mehrdad , Hamadanian Pouya , Nasr-Esfahany Arash , Alizadeh Mohammad",2021,ICCV2021
Learning Generative Models of Textured 3D Meshes From Real-World Images,"Pavllo Dario , Kohler Jonas , Hofmann Thomas , Lucchi Aurelien",2021,ICCV2021
Multi-Modality Associative Bridging Through Memory: Speech Sound Recollected From Face Video,"Kim Minsu , Hong Joanna , Park Se Jin , Ro Yong Man",2021,ICCV2021
Warp Consistency for Unsupervised Learning of Dense Correspondences,"Truong Prune , Danelljan Martin , Yu Fisher , Van Gool Luc",2021,ICCV2021
Towards Rotation Invariance in Object Detection,"Kalra Agastya , Stoppi Guy , Brown Bradley , Agarwal Rishav , Kadambi Achuta",2021,ICCV2021
Unlocking the Potential of Ordinary Classifier: Class-Specific Adversarial Erasing Framework for Weakly Supervised Semantic Segmentation,"Kweon Hyeokjun , Yoon Sung-Hoon , Kim Hyeonseong , Park Daehee , Yoon Kuk-Jin",2021,ICCV2021
Sparse-to-Dense Feature Matching: Intra and Inter Domain Cross-Modal Learning in Domain Adaptation for 3D Semantic Segmentation,"Peng Duo , Lei Yinjie , Li Wen , Zhang Pingping , Guo Yulan",2021,ICCV2021
Toward Spatially Unbiased Generative Models,"Choi Jooyoung , Lee Jungbeom , Jeong Yonghyun , Yoon Sungroh",2021,ICCV2021
ReconfigISP: Reconfigurable Camera Image Processing Pipeline,"Yu Ke , Li Zexian , Peng Yue , Loy Chen Change , Gu Jinwei",2021,ICCV2021
Multi-Expert Adversarial Attack Detection in Person Re-Identification Using Context Inconsistency,"Wang Xueping , Li Shasha , Liu Min , Wang Yaonan , Roy-Chowdhury Amit K.",2021,ICCV2021
Video Instance Segmentation With a Propose-Reduce Paradigm,"Lin Huaijia , Wu Ruizheng , Liu Shu , Lu Jiangbo , Jia Jiaya",2021,ICCV2021
Divide-and-Assemble: Learning Block-Wise Memory for Unsupervised Anomaly Detection,"Hou Jinlei , Zhang Yingying , Zhong Qiaoyong , Xie Di , Pu Shiliang , Zhou Hong",2021,ICCV2021
Dense Deep Unfolding Network With 3D-CNN Prior for Snapshot Compressive Imaging,"Wu Zhuoyuan , Zhang Jian , Mou Chong",2021,ICCV2021
SelfReg: Self-Supervised Contrastive Regularization for Domain Generalization,"Kim Daehee , Yoo Youngjun , Park Seunghyun , Kim Jinkyu , Lee Jaekoo",2021,ICCV2021
Towards the Unseen: Iterative Text Recognition by Distilling From Errors,"Bhunia Ayan Kumar , Chowdhury Pinaki Nath , Sain Aneeshan , Song Yi-Zhe",2021,ICCV2021
SA-ConvONet: Sign-Agnostic Optimization of Convolutional Occupancy Networks,"Tang Jiapeng , Lei Jiabao , Xu Dan , Ma Feiying , Jia Kui , Zhang Lei",2021,ICCV2021
Rethinking Spatial Dimensions of Vision Transformers,"Heo Byeongho , Yun Sangdoo , Han Dongyoon , Chun Sanghyuk , Choe Junsuk , Oh Seong Joon",2021,ICCV2021
Move2Hear: Active Audio-Visual Source Separation,"Majumder Sagnik , Al-Halah Ziad , Grauman Kristen",2021,ICCV2021
VIL-100: A New Dataset and a Baseline Model for Video Instance Lane Detection,"Zhang Yujun , Zhu Lei , Feng Wei , Fu Huazhu , Wang Mingqian , Li Qingxia , Li Cheng , Wang Song",2021,ICCV2021
Revitalizing Optimization for 3D Human Pose and Shape Estimation: A Sparse Constrained Formulation,"Fan Taosha , Alwala Kalyan Vasudev , Xiang Donglai , Xu Weipeng , Murphey Todd , Mukadam Mustafa",2021,ICCV2021
AA-RMVSNet: Adaptive Aggregation Recurrent Multi-View Stereo Network,"Wei Zizhuang , Zhu Qingtian , Min Chen , Chen Yisong , Wang Guoping",2021,ICCV2021
ME-PCN: Point Completion Conditioned on Mask Emptiness,"Gong Bingchen , Nie Yinyu , Lin Yiqun , Han Xiaoguang , Yu Yizhou",2021,ICCV2021
Full-Body Motion From a Single Head-Mounted Device: Generating SMPL Poses From Partial Observations,"Dittadi Andrea , Dziadzio Sebastian , Cosker Darren , Lundell Ben , Cashman Thomas J. , Shotton Jamie",2021,ICCV2021
LOKI: Long Term and Key Intentions for Trajectory Prediction,"Girase Harshayu , Gang Haiming , Malla Srikanth , Li Jiachen , Kanehara Akira , Mangalam Karttikeya , Choi Chiho",2021,ICCV2021
"Three Steps to Multimodal Trajectory Prediction: Modality Clustering, Classification and Synthesis","Sun Jianhua , Li Yuxuan , Fang Hao-Shu , Lu Cewu",2021,ICCV2021
Orthogonal Jacobian Regularization for Unsupervised Disentanglement in Image Generation,"Wei Yuxiang , Shi Yupeng , Liu Xiao , Ji Zhilong , Gao Yuan , Wu Zhongqin , Zuo Wangmeng",2021,ICCV2021
SGMNet: Learning Rotation-Invariant Point Cloud Representations via Sorted Gram Matrix,"Xu Jianyun , Tang Xin , Zhu Yushi , Sun Jie , Pu Shiliang",2021,ICCV2021
Instance-Wise Hard Negative Example Generation for Contrastive Learning in Unpaired Image-to-Image Translation,"Wang Weilun , Zhou Wengang , Bao Jianmin , Chen Dong , Li Houqiang",2021,ICCV2021
Multi-Target Adversarial Frameworks for Domain Adaptation in Semantic Segmentation,"Saporta Antoine , Vu Tuan-Hung , Cord Matthieu , P\'erez Patrick",2021,ICCV2021
SSH: A Self-Supervised Framework for Image Harmonization,"Jiang Yifan , Zhang He , Zhang Jianming , Wang Yilin , Lin Zhe , Sunkavalli Kalyan , Chen Simon , Amirghodsi Sohrab , Kong Sarah , Wang Zhangyang",2021,ICCV2021
Context-Aware Scene Graph Generation With Seq2Seq Transformers,"Lu Yichao , Rai Himanshu , Chang Jason , Knyazev Boris , Yu Guangwei , Shekhar Shashank , Taylor Graham W. , Volkovs Maksims",2021,ICCV2021
Rethinking the Backdoor Attacks' Triggers: A Frequency Perspective,"Zeng Yi , Park Won , Mao Z. Morley , Jia Ruoxi",2021,ICCV2021
Learning Multi-Scene Absolute Pose Regression With Transformers,"Shavit Yoli , Ferens Ron , Keller Yosi",2021,ICCV2021
Self-Supervised 3D Face Reconstruction via Conditional Estimation,"Wen Y,ong , Liu Weiyang , Raj Bhiksha , Singh Rita",2021,ICCV2021
Training Multi-Object Detector by Estimating Bounding Box Distribution for Input Image,"Yoo Jaeyoung , Lee Hojun , Chung Inseop , Seo Geonseok , Kwak Nojun",2021,ICCV2021
Defocus Map Estimation and Deblurring From a Single Dual-Pixel Image,"Xin Shumian , Wadhwa Neal , Xue Tianfan , Barron Jonathan T. , Srinivasan Pratul P. , Chen Jiawen , Gkioulekas Ioannis , Garg Rahul",2021,ICCV2021
DivAug: Plug-In Automated Data Augmentation With Explicit Diversity Maximization,"Liu Zirui , Jin Haifeng , Wang Ting-Hsiang , Zhou Kaixiong , Hu Xia",2021,ICCV2021
VMNet: Voxel-Mesh Network for Geodesic-Aware 3D Semantic Segmentation,"Hu Zeyu , Bai Xuyang , Shang Jiaxiang , Zhang Runze , Dong Jiayu , Wang Xin , Sun Guangyuan , Fu Hongbo , Tai Chiew-Lan",2021,ICCV2021
FMODetect: Robust Detection of Fast Moving Objects,"Rozumnyi Denys , Matas Ji\v{r}{\'\i} , \v{S}roubek Filip , Pollefeys Marc , Oswald Martin R.",2021,ICCV2021
VideoLT: Large-Scale Long-Tailed Video Recognition,"Zhang Xing , Wu Zuxuan , Weng Zejia , Fu Huazhu , Chen Jingjing , Jiang Yu-Gang , Davis Larry S.",2021,ICCV2021
Self-Supervised Monocular Depth Estimation for All Day Images Using Domain Separation,"Liu Lina , Song Xibin , Wang Mengmeng , Liu Yong , Zhang Liangjun",2021,ICCV2021
An Empirical Study of Training Self-Supervised Vision Transformers,"Chen Xinlei , Xie Saining , He Kaiming",2021,ICCV2021
RangeDet: In Defense of Range View for LiDAR-Based 3D Object Detection,"Fan Lue , Xiong Xuan , Wang Feng , Wang Naiyan , Zhang ZhaoXiang",2021,ICCV2021
Data-Free Universal Adversarial Perturbation and Black-Box Attack,"Zhang Chaoning , Benz Philipp , Karjauv Adil , Kweon In So",2021,ICCV2021
Learning To Hallucinate Examples From Extrinsic and Intrinsic Supervision,"Gui Liangke , Bardes Adrien , Salakhutdinov Ruslan , Hauptmann Alex,er , Hebert Martial , Wang Yu-Xiong",2021,ICCV2021
Multiresolution Deep Implicit Functions for 3D Shape Representation,"Chen Zhang , Zhang Yinda , Genova Kyle , Fanello Sean , Bouaziz Sofien , H\""ane Christian , Du Ruofei , Keskin Cem , Funkhouser Thomas , Tang Danhang",2021,ICCV2021
Single-Shot Hyperspectral-Depth Imaging With Learned Diffractive Optics,"Baek Seung-Hwan , Ikoma Hayato , Jeon Daniel S. , Li Yuqi , Heidrich Wolfgang , Wetzstein Gordon , Kim Min H.",2021,ICCV2021
Discriminative Region-Based Multi-Label Zero-Shot Learning,"Narayan Sanath , Gupta Akshita , Khan Salman , Khan Fahad Shahbaz , Shao Ling , Shah Mubarak",2021,ICCV2021
FaPN: Feature-Aligned Pyramid Network for Dense Image Prediction,"Huang Shihua , Lu Zhichao , Cheng Ran , He Cheng",2021,ICCV2021
Personalized Trajectory Prediction via Distribution Discrimination,"Chen Guangyi , Li Junlong , Zhou Nuoxing , Ren Liangliang , Lu Jiwen",2021,ICCV2021
GridToPix: Training Embodied Agents With Minimal Supervision,"Jain Unnat , Liu Iou-Jen , Lazebnik Svetlana , Kembhavi Aniruddha , Weihs Luca , Schwing Alex,er G.",2021,ICCV2021
On the Robustness of Vision Transformers to Adversarial Examples,"Mahmood Kaleel , Mahmood Rigel , van Dijk Marten",2021,ICCV2021
HiFT: Hierarchical Feature Transformer for Aerial Tracking,"Cao Ziang , Fu Changhong , Ye Junjie , Li Bowen , Li Yiming",2021,ICCV2021
Tokens-to-Token ViT: Training Vision Transformers From Scratch on ImageNet,"Yuan Li , Chen Yunpeng , Wang Tao , Yu Weihao , Shi Yujun , Jiang Zi-Hang , Tay Francis E.H. , Feng Jiashi , Yan Shuicheng",2021,ICCV2021
Teacher-Student Adversarial Depth Hallucination To Improve Face Recognition,"Uppal Hardik , Sepas-Moghaddam Alireza , Greenspan Michael , Etemad Ali",2021,ICCV2021
Interaction via Bi-Directional Graph of Semantic Region Affinity for Scene Parsing,"Ding Henghui , Zhang Hui , Liu Jun , Li Jiaxin , Feng Zijian , Jiang Xudong",2021,ICCV2021
Online Multi-Granularity Distillation for GAN Compression,"Ren Yuxi , Wu Jie , Xiao Xuefeng , Yang Jianchao",2021,ICCV2021
Influence-Balanced Loss for Imbalanced Visual Classification,"Park Seulki , Lim Jongin , Jeon Younghan , Choi Jin Young",2021,ICCV2021
Consistency-Aware Graph Network for Human Interaction Understanding,"Wang Zhenhua , Meng Jiajun , Guo Dongyan , Zhang Jianhua , Shi Javen Qinfeng , Chen Shengyong",2021,ICCV2021
Where2Act: From Pixels to Actions for Articulated 3D Objects,"Mo Kaichun , Guibas Leonidas J. , Mukadam Mustafa , Gupta Abhinav , Tulsiani Shubham",2021,ICCV2021
"Towers of Babel: Combining Images, Language, and 3D Geometry for Learning Multimodal Vision","Wu Xiaoshi , Averbuch-Elor Hadar , Sun Jin , Snavely Noah",2021,ICCV2021
End-to-End Unsupervised Document Image Blind Denoising,"Gangeh Mehrdad J. , Plata Marcin , Nezhad Hamid R. Motahari , Duffy Nigel P",2021,ICCV2021
